cik,sic,company_name,industry
943034,3829.0,AUTOSCOPE TECHNOLOGIES CORP,"MEASURING & CONTROLLING DEVICES, NEC"
943110,7363.0,"CORPORATE RESOURCE SERVICES, INC.",SERVICES-HELP SUPPLY SERVICES
943117,4813.0,SUREWEST COMMUNICATIONS,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)
943119,6021.0,FNBH BANCORP INC,NATIONAL COMMERCIAL BANKS
943184,2300.0,"EVER-GLORY INTERNATIONAL GROUP, INC.",APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL
943320,7011.0,"TRUMP ENTERTAINMENT RESORTS, INC.",HOTELS & MOTELS
943324,8090.0,"CONMED HEALTHCARE MANAGEMENT, INC.","SERVICES-MISC HEALTH & ALLIED SERVICES, NEC"
943452,3743.0,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,RAILROAD EQUIPMENT
943535,7372.0,"WORLD HEALTH ENERGY HOLDINGS, INC.",SERVICES-PREPACKAGED SOFTWARE
943580,3825.0,LECROY CORP,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS
943819,3841.0,RESMED INC,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
943823,5812.0,DAVE & BUSTERS INC,RETAIL-EATING PLACES
943861,1311.0,GOODRICH PETROLEUM CORP,CRUDE PETROLEUM & NATURAL GAS
943894,3576.0,EZENIA INC,COMPUTER COMMUNICATIONS EQUIPMENT
943904,6513.0,WNC HOUSING TAX CREDIT FUND V LP SERIES 3,OPERATORS OF APARTMENT BUILDINGS
943906,6513.0,WNC HOUSING TAX CREDIT FUND V LP SERIES 4,OPERATORS OF APARTMENT BUILDINGS
944075,3571.0,"SOCKET MOBILE, INC.",ELECTRONIC COMPUTERS
944130,6199.0,"MINISTRY PARTNERS INVESTMENT COMPANY, LLC",FINANCE SERVICES
944136,5812.0,"TC GLOBAL, INC.",RETAIL-EATING PLACES
944148,7389.0,"CBIZ, INC.","SERVICES-BUSINESS SERVICES, NEC"
944314,6798.0,"LIFE STORAGE, INC.",REAL ESTATE INVESTMENT TRUSTS
944480,7372.0,GSE SYSTEMS INC,SERVICES-PREPACKAGED SOFTWARE
944508,2090.0,"INVENTURE FOODS, INC.",MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS
944695,6331.0,"HANOVER INSURANCE GROUP, INC.","FIRE, MARINE & CASUALTY INSURANCE"
944696,6211.0,"CAPITAL FINANCIAL HOLDINGS, INC","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES"
944739,3674.0,TRANSWITCH CORP /DE,SEMICONDUCTORS & RELATED DEVICES
944745,6022.0,"CIVISTA BANCSHARES, INC.",STATE COMMERCIAL BANKS
944765,7373.0,MERGE HEALTHCARE INC,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
944792,6022.0,UNITED BANCSHARES INC /PA,STATE COMMERCIAL BANKS
944809,2834.0,"OPKO HEALTH, INC.",PHARMACEUTICAL PREPARATIONS
944868,4899.0,DIRECTV GROUP INC,"COMMUNICATIONS SERVICES, NEC"
945114,5084.0,GLOBAL INDUSTRIAL CO,WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT
945235,3728.0,M & F WORLDWIDE CORP,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC"
945384,7371.0,CICERO INC,SERVICES-COMPUTER PROGRAMMING SERVICES
945394,6798.0,SERVICE PROPERTIES TRUST,REAL ESTATE INVESTMENT TRUSTS
945436,3674.0,"SUNEDISON, INC.",SEMICONDUCTORS & RELATED DEVICES
945617,2833.0,NATUREWELL INC,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS
945634,2020.0,"ARTISANAL BRANDS, INC.",DAIRY PRODUCTS
945699,3674.0,IXYS CORP /DE/,SEMICONDUCTORS & RELATED DEVICES
945764,1311.0,DENBURY INC,CRUDE PETROLEUM & NATURAL GAS
945828,3011.0,AMERITYRE CORP,TIRES & INNER TUBES
945841,5090.0,POOL CORP,WHOLESALE-MISC DURABLE GOODS
945983,5045.0,"CLIMB GLOBAL SOLUTIONS, INC.",WHOLESALE-COMPUTERS & PERIPHERAL EQUIPMENT & SOFTWARE
945989,7372.0,ASTEA INTERNATIONAL INC,SERVICES-PREPACKAGED SOFTWARE
946090,6022.0,FIRST MARINER BANCORP,STATE COMMERCIAL BANKS
946155,6500.0,TIAA REAL ESTATE ACCOUNT,REAL ESTATE
946394,4911.0,ELLOMAY CAPITAL LTD.,ELECTRIC SERVICES
946454,3861.0,FG GROUP HOLDINGS INC.,PHOTOGRAPHIC EQUIPMENT & SUPPLIES
946486,2836.0,WINDTREE THERAPEUTICS INC /DE/,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
946563,3841.0,RETRACTABLE TECHNOLOGIES INC,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
946581,7372.0,TAKE TWO INTERACTIVE SOFTWARE INC,SERVICES-PREPACKAGED SOFTWARE
946644,2836.0,AIM IMMUNOTECH INC.,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
946647,6022.0,PREMIER FINANCIAL CORP,STATE COMMERCIAL BANKS
946673,6022.0,BANNER CORP,STATE COMMERCIAL BANKS
946822,7359.0,PREFERRED VOICE INC,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC"
946823,4731.0,VITRAN CORP INC,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO
946840,2834.0,VIROPHARMA INC,PHARMACEUTICAL PREPARATIONS
946936,3089.0,DESWELL INDUSTRIES INC,"PLASTICS PRODUCTS, NEC"
947011,7381.0,"TRUCEPT, INC.","SERVICES-DETECTIVE, GUARD & ARMORED CAR SERVICES"
947263,6029.0,TORONTO DOMINION BANK,"COMMERCIAL BANKS, NEC"
947440,6022.0,VOLUNTEER BANCORP INC,STATE COMMERCIAL BANKS
947484,6331.0,ARCH CAPITAL GROUP LTD.,"FIRE, MARINE & CASUALTY INSURANCE"
947559,6021.0,FIRST BANCSHARES INC /MS/,NATIONAL COMMERCIAL BANKS
947969,7373.0,MANGO CAPITAL INC,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
948072,8000.0,BIRNER DENTAL MANAGEMENT SERVICES INC,SERVICES-HEALTH SERVICES
948218,2060.0,MINN DAK FARMERS COOPERATIVE,SUGAR & CONFECTIONERY PRODUCTS
948320,8011.0,"CONVERSION LABS, INC.",SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE
948368,6022.0,PSB HOLDINGS INC /WI/,STATE COMMERCIAL BANKS
948426,3510.0,COATES INTERNATIONAL LTD DE,ENGINES & TURBINES
948642,4899.0,TIM S.P.A.,"COMMUNICATIONS SERVICES, NEC"
948708,7372.0,"SMITH MICRO SOFTWARE, INC",SERVICES-PREPACKAGED SOFTWARE
948846,4512.0,AIRTRAN HOLDINGS INC,"AIR TRANSPORTATION, SCHEDULED"
949039,1381.0,"DIAMOND OFFSHORE DRILLING, INC.",DRILLING OIL & GAS WELLS
949156,6331.0,MEADOWBROOK INSURANCE GROUP INC,"FIRE, MARINE & CASUALTY INSURANCE"
949157,3334.0,CENTURY ALUMINUM CO,PRIMARY PRODUCTION OF ALUMINUM
949158,3571.0,CRAY INC,ELECTRONIC COMPUTERS
949189,2835.0,CAPSALUS CORP,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES
949297,7389.0,"APAC CUSTOMER SERVICES, INC","SERVICES-BUSINESS SERVICES, NEC"
949373,5812.0,EINSTEIN NOAH RESTAURANT GROUP INC,RETAIL-EATING PLACES
949428,3564.0,"CDTI ADVANCED MATERIALS, INC.",INDUSTRIAL & COMMERCIAL FANS & BLOWERS & AIR PURIFING EQUIP
949699,2834.0,PHARMACYCLICS INC,PHARMACEUTICAL PREPARATIONS
949721,2860.0,ATTIS INDUSTRIES INC.,INDUSTRIAL ORGANIC CHEMICALS
949852,2090.0,THANKSGIVING COFFEE CO INC,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS
949858,2835.0,"ACHIEVE LIFE SCIENCES, INC.",IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES
949870,2082.0,BOSTON BEER CO INC,MALT BEVERAGES
949874,3843.0,YOUNG INNOVATIONS INC,DENTAL EQUIPMENT & SUPPLIES
949961,6798.0,INCOME OPPORTUNITY REALTY INVESTORS INC /TX/,REAL ESTATE INVESTMENT TRUSTS
949982,3559.0,AMERICAN COMMERCE SOLUTIONS INC,"SPECIAL INDUSTRY MACHINERY, NEC"
1000045,6153.0,OLD MARKET CAPITAL CORP,SHORT-TERM BUSINESS CREDIT INSTITUTIONS
1000177,4400.0,NORDIC AMERICAN TANKER SHIPPING LTD,WATER TRANSPORTATION
1000180,3572.0,SANDISK CORP,COMPUTER STORAGE DEVICES
1000184,7372.0,SAP SE,SERVICES-PREPACKAGED SOFTWARE
1000209,6199.0,MEDALLION FINANCIAL CORP,FINANCE SERVICES
1000228,5047.0,HENRY SCHEIN INC,"WHOLESALE-MEDICAL, DENTAL & HOSPITAL EQUIPMENT & SUPPLIES"
1000229,1389.0,CORE LABORATORIES N V,"OIL & GAS FIELD SERVICES, NEC"
1000230,3357.0,OPTICAL CABLE CORP,DRAWING & INSULATING OF NONFERROUS WIRE
1000232,6022.0,KENTUCKY BANCSHARES INC /KY/,STATE COMMERCIAL BANKS
1000275,6029.0,ROYAL BANK OF CANADA,"COMMERCIAL BANKS, NEC"
1000278,2833.0,PACIFICHEALTH LABORATORIES INC,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS
1000298,6798.0,IMPAC MORTGAGE HOLDINGS INC,REAL ESTATE INVESTMENT TRUSTS
1000459,7372.0,GREEN ENERGY GROUP INC.,SERVICES-PREPACKAGED SOFTWARE
1000623,2621.0,"MATIV HOLDINGS, INC.",PAPER MILLS
1000683,3663.0,BLONDER TONGUE LABORATORIES INC,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT
1000694,2836.0,NOVAVAX INC,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1000697,3826.0,WATERS CORP /DE/,LABORATORY ANALYTICAL INSTRUMENTS
1000753,7363.0,"INSPERITY, INC.",SERVICES-HELP SUPPLY SERVICES
1000955,6500.0,"SOUTHCORP CAPITAL, INC.",REAL ESTATE
1001039,4841.0,WALT DISNEY CO/,CABLE & OTHER PAY TELEVISION SERVICES
1001082,4841.0,DISH NETWORK CORP,CABLE & OTHER PAY TELEVISION SERVICES
1001085,6512.0,BROOKFIELD ASSET MANAGEMENT INC.,OPERATORS OF NONRESIDENTIAL BUILDINGS
1001115,3829.0,OYO GEOSPACE CORP,"MEASURING & CONTROLLING DEVICES, NEC"
1001171,6035.0,BROADWAY FINANCIAL CORP DE,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
1001233,2836.0,"SANGAMO THERAPEUTICS, INC","BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1001250,2844.0,ESTEE LAUDER COMPANIES INC,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS"
1001258,6153.0,ASTA FUNDING INC,SHORT-TERM BUSINESS CREDIT INSTITUTIONS
1001279,7374.0,INTERNET AMERICA INC,SERVICES-COMPUTER PROCESSING & DATA PREPARATION
1001288,3570.0,LEXMARK INTERNATIONAL INC /KY/,COMPUTER & OFFICE EQUIPMENT
1001290,6029.0,CREDICORP LTD,"COMMERCIAL BANKS, NEC"
1001316,2834.0,MANHATTAN PHARMACEUTICALS INC,PHARMACEUTICAL PREPARATIONS
1001385,3317.0,NORTHWEST PIPE CO,STEEL PIPE & TUBES
1001426,3674.0,PERICOM SEMICONDUCTOR CORP,SEMICONDUCTORS & RELATED DEVICES
1001463,5010.0,"ACACIA DIVERSIFIED HOLDINGS, INC.",WHOLESALE-MOTOR VEHICLES & MOTOR VEHICLE PARTS & SUPPLIES
1001601,6199.0,"MGT CAPITAL INVESTMENTS, INC.",FINANCE SERVICES
1001604,8050.0,EMERITUS CORP\WA\,SERVICES-NURSING & PERSONAL CARE FACILITIES
1001606,3420.0,BLOUNT INTERNATIONAL INC,"CUTLERY, HANDTOOLS & GENERAL HARDWARE"
1001614,1311.0,"RILEY EXPLORATION PERMIAN, INC.",CRUDE PETROLEUM & NATURAL GAS
1001807,4813.0,PERUSAHAAN PERSEROAN PERSERO PT TELEKOMUNIKASI INDONESIA TBK,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)
1001838,1000.0,SOUTHERN COPPER CORP/,METAL MINING
1001871,6211.0,INVESTORS CAPITAL HOLDINGS LTD,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES"
1001902,3559.0,INTEVAC INC,"SPECIAL INDUSTRY MACHINERY, NEC"
1001907,3826.0,ASTROTECH CORP \WA\,LABORATORY ANALYTICAL INSTRUMENTS
1002037,8200.0,LEARNING TREE INTERNATIONAL INC,SERVICES-EDUCATIONAL SERVICES
1002047,3572.0,"NETAPP, INC.",COMPUTER STORAGE DEVICES
1002135,3661.0,WESTELL TECHNOLOGIES INC,TELEPHONE & TELEGRAPH APPARATUS
1002225,7371.0,ADVENT SOFTWARE INC /DE/,SERVICES-COMPUTER PROGRAMMING SERVICES
1002242,1311.0,ENI SPA,CRUDE PETROLEUM & NATURAL GAS
1002360,2851.0,"ABSOLUTE POTENTIAL, INC.","PAINTS, VARNISHES, LACQUERS, ENAMELS & ALLIED PRODS"
1002388,7372.0,"ACCELRYS, INC.",SERVICES-PREPACKAGED SOFTWARE
1002390,7372.0,"AMERICA'S SUPPLIERS, INC.",SERVICES-PREPACKAGED SOFTWARE
1002422,8093.0,"CERES VENTURES, INC.","SERVICES-SPECIALTY OUTPATIENT FACILITIES, NEC"
1002517,7372.0,"NUANCE COMMUNICATIONS, INC.",SERVICES-PREPACKAGED SOFTWARE
1002519,7359.0,CRONOS GLOBAL INCOME FUND XVI LP,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC"
1002590,5990.0,STAR GROUP LP,"RETAIL-RETAIL STORES, NEC"
1002638,7373.0,OPEN TEXT CORP,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
1002771,100.0,"INTEGRATED CANNABIS SOLUTIONS, INC.",AGRICULTURAL PRODUCTION-CROPS
1002811,3841.0,KENSEY NASH CORP,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS
1002822,3060.0,FIRST AMERICAN SCIENTIFIC CORP.,"FABRICATED RUBBER PRODUCTS, NEC"
1002910,4931.0,AMEREN CORP,ELECTRIC & OTHER SERVICES COMBINED
1003022,3674.0,ZORAN CORP \DE\,SEMICONDUCTORS & RELATED DEVICES
1003078,5084.0,MSC INDUSTRIAL DIRECT CO INC,WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT
1003124,8731.0,PHARMACEUTICAL PRODUCT DEVELOPMENT INC,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH
1003130,8093.0,LCA VISION INC,"SERVICES-SPECIALTY OUTPATIENT FACILITIES, NEC"
1003201,6500.0,"MMA CAPITAL MANAGEMENT, LLC",REAL ESTATE
1003214,3670.0,SILICON IMAGE INC,ELECTRONIC COMPONENTS & ACCESSORIES
1003226,8062.0,"FIRST PHYSICIANS CAPITAL GROUP, INC.","SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC"
1003344,3272.0,HEADWATERS INC,"CONCRETE PRODUCTS, EXCEPT BLOCK & BRICK"
1003410,6500.0,DUKE REALTY LIMITED PARTNERSHIP/,REAL ESTATE
1003642,2834.0,"IMPAX LABORATORIES, LLC",PHARMACEUTICAL PREPARATIONS
1003815,6513.0,BCTC IV ASSIGNOR CORP,OPERATORS OF APARTMENT BUILDINGS
1003935,7372.0,NICE SYSTEMS LTD,SERVICES-PREPACKAGED SOFTWARE
1003950,3576.0,PERFORMANCE TECHNOLOGIES INC DE,COMPUTER COMMUNICATIONS EQUIPMENT
1003961,6035.0,PATAPSCO BANCORP INC,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
1003986,6022.0,TAYLOR CALVIN B BANKSHARES INC,STATE COMMERCIAL BANKS
1004125,5070.0,KSW INC,WHOLESALE-HARDWARE & PLUMBING & HEATING EQUIPMENT & SUPPLIES
1004155,4924.0,SOUTHERN CO GAS,NATURAL GAS DISTRIBUTION
1004156,2611.0,ARAUCO & CONSTITUTION PULP INC,PULP MILLS
1004315,4922.0,NATIONAL GRID PLC,NATURAL GAS TRANSMISSION
1004411,2100.0,GILLA INC.,TOBACCO PRODUCTS
1004434,6282.0,"AFFILIATED MANAGERS GROUP, INC.",INVESTMENT ADVICE
1004440,4911.0,CONSTELLATION ENERGY GROUP INC,ELECTRIC SERVICES
1004530,1000.0,MOUNTAIN PROVINCE DIAMONDS INC.,METAL MINING
1004608,7371.0,PINNACLE DATA SYSTEMS INC,SERVICES-COMPUTER PROGRAMMING SERVICES
1004673,3990.0,ENTERTAINMENT GAMING ASIA INC.,MISCELLANEOUS MANUFACTURING INDUSTRIES
1004702,6021.0,OCEANFIRST FINANCIAL CORP,NATIONAL COMMERCIAL BANKS
1004724,6519.0,ADCARE HEALTH SYSTEMS INC,"LESSORS OF REAL PROPERTY, NEC"
1004945,5047.0,LUMENIS LTD,"WHOLESALE-MEDICAL, DENTAL & HOSPITAL EQUIPMENT & SUPPLIES"
1004980,4931.0,PG&E CORP,ELECTRIC & OTHER SERVICES COMBINED
1004989,7389.0,"SPAR GROUP, INC.","SERVICES-BUSINESS SERVICES, NEC"
1005010,3845.0,ARTHROCARE CORP,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
1005011,2631.0,"GRAPHIC PACKAGING INTERNATIONAL, LLC",PAPERBOARD MILLS
1005101,6199.0,CONCIERGE TECHNOLOGIES INC,FINANCE SERVICES
1005177,6221.0,ML TREND-FOLLOWING FUTURES FUND L.P.,COMMODITY CONTRACTS BROKERS & DEALERS
1005188,6035.0,NORTH CENTRAL BANCSHARES INC,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
1005201,2834.0,"ASSERTIO THERAPEUTICS, INC",PHARMACEUTICAL PREPARATIONS
1005210,5900.0,SUBURBAN PROPANE PARTNERS LP,RETAIL-MISCELLANEOUS RETAIL
1005214,7990.0,AMERICAN WAGERING INC,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION
1005229,3531.0,COLUMBUS MCKINNON CORP,CONSTRUCTION MACHINERY & EQUIP
1005276,7011.0,MOHEGAN TRIBAL GAMING AUTHORITY,HOTELS & MOTELS
1005284,3670.0,UNIVERSAL DISPLAY CORP PA,ELECTRONIC COMPONENTS & ACCESSORIES
1005286,2834.0,LANDEC CORP CA,PHARMACEUTICAL PREPARATIONS
1005409,6035.0,DIME COMMUNITY BANCSHARES INC,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
1005414,5945.0,TOYS R US INC,"RETAIL-HOBBY, TOY & GAME SHOPS"
1005516,3576.0,BOS BETTER ONLINE SOLUTIONS LTD,COMPUTER COMMUNICATIONS EQUIPMENT
1005663,5990.0,"EURO GROUP OF COMPANIES, INC.","RETAIL-RETAIL STORES, NEC"
1005699,4813.0,MAGICJACK VOCALTEC LTD,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)
1005731,4813.0,IDT CORP,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE)
1005757,7374.0,CSG SYSTEMS INTERNATIONAL INC,SERVICES-COMPUTER PROCESSING & DATA PREPARATION
1005758,4899.0,"RADIOIO, INC.","COMMUNICATIONS SERVICES, NEC"
1005817,6022.0,TOMPKINS FINANCIAL CORP,STATE COMMERCIAL BANKS
1006028,2890.0,"PURE BIOSCIENCE, INC.",MISCELLANEOUS CHEMICAL PRODUCTS
1006045,3845.0,IRIDEX CORP,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
1006177,6035.0,FFD FINANCIAL CORP/OH,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
1006269,3663.0,LORAL SPACE & COMMUNICATIONS INC.,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT
1006281,2836.0,"PROTALIX BIOTHERAPEUTICS, INC.","BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1006424,6022.0,"BEAR STATE FINANCIAL, INC.",STATE COMMERCIAL BANKS
1006459,6531.0,HOMELAND SECURITY CAPITAL CORP,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS)
1006655,1311.0,EVOLUTION PETROLEUM CORP,CRUDE PETROLEUM & NATURAL GAS
1006820,6022.0,NORTHERN CALIFORNIA BANCORP INC,STATE COMMERCIAL BANKS
1006830,6021.0,CONSUMERS BANCORP INC /OH/,NATIONAL COMMERCIAL BANKS
1006837,3440.0,"PTGI HOLDING, INC.",FABRICATED STRUCTURAL METAL PRODUCTS
1006840,5010.0,"ZHONGCHAI MACHINERY, INC.",WHOLESALE-MOTOR VEHICLES & MOTOR VEHICLE PARTS & SUPPLIES
1006892,7371.0,JDA SOFTWARE GROUP INC,SERVICES-COMPUTER PROGRAMMING SERVICES
1007019,2090.0,COFFEE HOLDING CO INC,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS
1007273,6022.0,BANK OF SOUTH CAROLINA CORP,STATE COMMERCIAL BANKS
1007330,8700.0,"PRGX GLOBAL, INC.","SERVICES-ENGINEERING, ACCOUNTING, RESEARCH, MANAGEMENT"
1007587,3663.0,KVH INDUSTRIES INC DE,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT
1008579,6022.0,HIGHLANDS BANKSHARES INC /VA/,STATE COMMERCIAL BANKS
1008586,7373.0,STREAMLINE HEALTH SOLUTIONS INC.,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
1008595,7373.0,CIMATRON LTD,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
1008653,7200.0,"ECOMAX, INC",SERVICES-PERSONAL SERVICES
1008654,3089.0,TUPPERWARE BRANDS CORP,"PLASTICS PRODUCTS, NEC"
1008817,7373.0,SAPIENT CORP,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
1008848,2836.0,"ACORDA THERAPEUTICS, INC.","BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1009001,1090.0,CAMECO CORP,MISCELLANEOUS METAL ORES
1009356,2834.0,SALIX PHARMACEUTICALS LTD,PHARMACEUTICAL PREPARATIONS
1009379,8011.0,METROPOLITAN HEALTH NETWORKS INC,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE
1009626,3576.0,BROCADE COMMUNICATIONS SYSTEMS INC,COMPUTER COMMUNICATIONS EQUIPMENT
1009672,3290.0,CARBO CERAMICS INC,"ABRASIVE, ASBESTOS & MISC NONMETALLIC MINERAL PRODS"
1009759,3510.0,CAPSTONE GREEN ENERGY CORP,ENGINES & TURBINES
1009829,3944.0,JAKKS PACIFIC INC,"GAMES, TOYS & CHILDREN'S VEHICLES (NO DOLLS & BICYCLES)"
1009891,3728.0,AIR INDUSTRIES GROUP,"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC"
1009919,8742.0,"INVECH HOLDINGS, INC.",SERVICES-MANAGEMENT CONSULTING SERVICES
1009922,1382.0,NXT ENERGY SOLUTIONS INC.,OIL & GAS FIELD EXPLORATION SERVICES
1009925,3290.0,"AMERICAN FIBER GREEN PRODUCTS, INC.","ABRASIVE, ASBESTOS & MISC NONMETALLIC MINERAL PRODS"
1009976,6022.0,COMMERCIAL BANCSHARES INC OH,STATE COMMERCIAL BANKS
1010086,2834.0,SIGA TECHNOLOGIES INC,PHARMACEUTICAL PREPARATIONS
1010134,7389.0,ICTS INTERNATIONAL N V,"SERVICES-BUSINESS SERVICES, NEC"
1010247,6331.0,FPIC INSURANCE GROUP INC,"FIRE, MARINE & CASUALTY INSURANCE"
1010286,4812.0,FIBERTOWER CORP,RADIOTELEPHONE COMMUNICATIONS
1010470,6035.0,PROVIDENT FINANCIAL HOLDINGS INC,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
1010552,3661.0,POLYCOM INC,TELEPHONE & TELEGRAPH APPARATUS
1010566,7389.0,CHINA LONGYI GROUP INTERNATIONAL HOLDINGS LTD,"SERVICES-BUSINESS SERVICES, NEC"
1010612,7373.0,SYKES ENTERPRISES INC,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
1010775,4911.0,MIRANT CORP,ELECTRIC SERVICES
1010858,1400.0,FMSA HOLDINGS INC,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS)
1011006,7373.0,YAHOO INC,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
1011060,8742.0,EKIMAS CORP,SERVICES-MANAGEMENT CONSULTING SERVICES
1011064,8050.0,SUNRISE SENIOR LIVING INC,SERVICES-NURSING & PERSONAL CARE FACILITIES
1011109,6798.0,ACRE REALTY INVESTORS INC,REAL ESTATE INVESTMENT TRUSTS
1011174,6798.0,BRE PROPERTIES INC /MD/,REAL ESTATE INVESTMENT TRUSTS
1011290,5331.0,99 CENTS ONLY STORES LLC,RETAIL-VARIETY STORES
1011308,2834.0,FOOTSTAR INC,PHARMACEUTICAL PREPARATIONS
1011395,7389.0,GEOSPATIAL CORP,"SERVICES-BUSINESS SERVICES, NEC"
1011432,7389.0,"CYNERGISTEK, INC","SERVICES-BUSINESS SERVICES, NEC"
1011452,7372.0,MEDICAL INFORMATION TECHNOLOGY INC,SERVICES-PREPACKAGED SOFTWARE
1011509,1040.0,GOLDEN MINERALS CO,GOLD AND SILVER ORES
1011570,2590.0,KNOLL INC,MISCELLANEOUS FURNITURE & FIXTURES
1011657,3341.0,TITANIUM METALS CORP,SECONDARY SMELTING & REFINING OF NONFERROUS METALS
1011659,6021.0,MUFG AMERICAS HOLDINGS CORP,NATIONAL COMMERCIAL BANKS
1011661,7372.0,SS&C TECHNOLOGIES INC,SERVICES-PREPACKAGED SOFTWARE
1011662,2844.0,GLOBAL DIGITAL SOLUTIONS INC,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS"
1011664,3823.0,ELBIT VISION SYSTEMS LTD,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL"
1011733,2750.0,TRIMOL GROUP INC.,COMMERCIAL PRINTING
1011835,2834.0,"MEDIVATION, INC.",PHARMACEUTICAL PREPARATIONS
1012019,5500.0,RUSH ENTERPRISES INC TX,RETAIL-AUTO DEALERS & GASOLINE STATIONS
1012100,2820.0,SEALED AIR CORP/DE,"PLASTIC MATERIAL, SYNTH RESIN/RUBBER, CELLULOS (NO GLASS)"
1012139,4011.0,GUANGSHEN RAILWAY CO LTD,"RAILROADS, LINE-HAUL OPERATING"
1012140,2836.0,ONYX PHARMACEUTICALS INC,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)"
1012477,2834.0,FLAMEL TECHNOLOGIES SA,PHARMACEUTICAL PREPARATIONS
1012569,4922.0,"ENERGY TRANSFER, LP",NATURAL GAS TRANSMISSION
1012620,4011.0,GENESEE & WYOMING INC,"RAILROADS, LINE-HAUL OPERATING"
1012704,5500.0,DRIVETIME AUTOMOTIVE GROUP INC,RETAIL-AUTO DEALERS & GASOLINE STATIONS
1012771,6311.0,FBL FINANCIAL GROUP INC,LIFE INSURANCE
1013131,1000.0,BUENAVENTURA MINING CO INC,METAL MINING
1013237,7370.0,FACTSET RESEARCH SYSTEMS INC,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
1013238,3845.0,ARADIGM CORP,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
1013272,6022.0,NORWOOD FINANCIAL CORP,STATE COMMERCIAL BANKS
